UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO ESTIMADA;COD
PR;41;18808;Peabiru;14017;4118808
PR;41;18857;Perobal;6194;4118857
PR;41;18907;Pérola;11406;4118907
PR;41;19004;Pérola d'Oeste;6232;4119004
PR;41;19103;Piên;13015;4119103
PR;41;19152;Pinhais;134788;4119152
PR;41;19202;Pinhalão;6323;4119202
PR;41;19251;Pinhal de São Bento;2742;4119251
PR;41;19301;Pinhão;32722;4119301
PR;41;19400;Piraí do Sul;25779;4119400
PR;41;19509;Piraquara;116852;4119509
PR;41;19608;Pitanga;29686;4119608
PR;41;19657;Pitangueiras;3298;4119657
PR;41;19707;Planaltina do Paraná;4281;4119707
PR;41;19806;Planalto;13385;4119806
PR;41;19905;Ponta Grossa;358838;4119905
PR;41;19954;Pontal do Paraná;28529;4119954
PR;41;20002;Porecatu;12587;4120002
PR;41;20101;Porto Amazonas;4899;4120101
PR;41;20150;Porto Barreiro;3133;4120150
PR;41;20200;Porto Rico;2554;4120200
PR;41;20309;Porto Vitória;4057;4120309
PR;41;20333;Prado Ferreira;3806;4120333
PR;41;20358;Pranchita;5035;4120358
PR;41;20408;Presidente Castelo Branco;5395;4120408
PR;41;20507;Primeiro de Maio;11138;4120507
PR;41;20606;Prudentópolis;52776;4120606
PR;41;20655;Quarto Centenário;4420;4120655
PR;41;20705;Quatiguá;7504;4120705
PR;41;20804;Quatro Barras;24253;4120804
PR;41;20853;Quatro Pontes;4043;4120853
PR;41;20903;Quedas do Iguaçu;34707;4120903
PR;41;21000;Querência do Norte;12257;4121000
PR;41;21109;Quinta do Sol;4444;4121109
PR;41;21208;Quitandinha;19388;4121208
PR;41;21257;Ramilândia;4500;4121257
PR;41;21307;Rancho Alegre;3760;4121307
PR;41;21356;Rancho Alegre D'Oeste;2602;4121356
PR;41;21406;Realeza;16976;4121406
PR;41;21505;Rebouças;14991;4121505
PR;41;21604;Renascença;6772;4121604
PR;41;21703;Reserva;26933;4121703
PR;41;21752;Reserva do Iguaçu;8127;4121752
PR;41;21802;Ribeirão Claro;10622;4121802
PR;41;21901;Ribeirão do Pinhal;12869;4121901
PR;41;22008;Rio Azul;15433;4122008
PR;41;22107;Rio Bom;3162;4122107
PR;41;22156;Rio Bonito do Iguaçu;13240;4122156
PR;41;22172;Rio Branco do Ivaí;4121;4122172
PR;41;22206;Rio Branco do Sul;32635;4122206
PR;41;22305;Rio Negro;34645;4122305
PR;41;22404;Rolândia;68165;4122404
PR;41;22503;Roncador;9447;4122503
PR;41;22602;Rondon;9664;4122602
PR;41;22651;Rosário do Ivaí;4595;4122651
PR;41;22701;Sabáudia;6954;4122701
PR;41;22800;Salgado Filho;3389;4122800
PR;41;22909;Salto do Itararé;4862;4122909
PR;41;23006;Salto do Lontra;14957;4123006
PR;41;23105;Santa Amélia;3208;4123105
PR;41;23204;Santa Cecília do Pavão;3253;4123204
PR;41;23303;Santa Cruz de Monte Castelo;7705;4123303
PR;41;23402;Santa Fé;12330;4123402
PR;41;23501;Santa Helena;27036;4123501
PR;41;23600;Santa Inês;1568;4123600
PR;41;23709;Santa Isabel do Ivaí;8484;4123709
PR;41;23808;Santa Izabel do Oeste;14924;4123808
PR;41;23824;Santa Lúcia;3795;4123824
PR;41;23857;Santa Maria do Oeste;9210;4123857
PR;41;23907;Santa Mariana;11523;4123907
PR;41;23956;Santa Mônica;4052;4123956
PR;41;24004;Santana do Itararé;4916;4124004
PR;41;24020;Santa Tereza do Oeste;10055;4124020
PR;41;24053;Santa Terezinha de Itaipu;23927;4124053
PR;41;24103;Santo Antônio da Platina;46503;4124103
PR;41;24202;Santo Antônio do Caiuá;2611;4124202
PR;41;24301;Santo Antônio do Paraíso;2032;4124301
PR;41;24400;Santo Antônio do Sudoeste;20354;4124400
PR;41;24509;Santo Inácio;5422;4124509
PR;41;24608;São Carlos do Ivaí;6961;4124608
PR;41;24707;São Jerônimo da Serra;11088;4124707
PR;41;24806;São João;10122;4124806
PR;41;24905;São João do Caiuá;5819;4124905
PR;41;25001;São João do Ivaí;9897;4125001
PR;41;25100;São João do Triunfo;15359;4125100
PR;41;25209;São Jorge d'Oeste;9005;4125209
PR;41;25308;São Jorge do Ivaí;5535;4125308
PR;41;25357;São Jorge do Patrocínio;5532;4125357
PR;41;25407;São José da Boa Vista;6115;4125407
PR;41;25456;São José das Palmeiras;3601;4125456
PR;41;25506;São José dos Pinhais;334620;4125506
PR;41;25555;São Manoel do Paraná;2165;4125555
PR;41;25605;São Mateus do Sul;47137;4125605
PR;41;25704;São Miguel do Iguaçu;27696;4125704
PR;41;25753;São Pedro do Iguaçu;5745;4125753
PR;41;25803;São Pedro do Ivaí;11109;4125803
PR;41;25902;São Pedro do Paraná;2265;4125902
PR;41;26009;São Sebastião da Amoreira;8865;4126009
PR;41;26108;São Tomé;5778;4126108
PR;41;26207;Sapopema;6708;4126207
PR;41;26256;Sarandi;98888;4126256
PR;41;26272;Saudade do Iguaçu;5578;4126272
PR;41;26306;Sengés;19441;4126306
PR;41;26355;Serranópolis do Iguaçu;4460;4126355
PR;41;26405;Sertaneja;5149;4126405
PR;41;26504;Sertanópolis;16456;4126504
PR;41;26603;Siqueira Campos;21476;4126603
PR;41;26652;Sulina;2880;4126652
PR;41;26678;Tamarana;15277;4126678
PR;41;26702;Tamboara;5196;4126702
PR;41;26801;Tapejara;16480;4126801
PR;41;26900;Tapira;5452;4126900
PR;41;27007;Teixeira Soares;12761;4127007
PR;41;27106;Telêmaco Borba;80588;4127106
PR;41;27205;Terra Boa;17304;4127205
PR;41;27304;Terra Rica;17054;4127304
PR;41;27403;Terra Roxa;17562;4127403
PR;41;27502;Tibagi;20688;4127502
PR;41;27601;Tijucas do Sul;17295;4127601
PR;41;27700;Toledo;144601;4127700
PR;41;27809;Tomazina;7699;4127809
PR;41;27858;Três Barras do Paraná;12036;4127858
PR;41;27882;Tunas do Paraná;9269;4127882
PR;41;27908;Tuneiras do Oeste;8502;4127908
PR;41;27957;Tupãssi;8105;4127957
PR;41;27965;Turvo;12977;4127965
PR;41;28005;Ubiratã;20809;4128005
PR;41;28104;Umuarama;113416;4128104
PR;41;28203;União da Vitória;58298;4128203
PR;41;28302;Uniflor;2623;4128302
PR;41;28401;Uraí;11233;4128401
PR;41;28500;Wenceslau Braz;19358;4128500
PR;41;28534;Ventania;12267;4128534
PR;41;28559;Vera Cruz do Oeste;8389;4128559
PR;41;28609;Verê;7094;4128609
PR;41;28625;Alto Paraíso;2630;4128625
PR;41;28633;Doutor Ulysses;5525;4128633
PR;41;28658;Virmond;4051;4128658
PR;41;28708;Vitorino;6879;4128708
PR;41;28807;Xambrê;5584;4128807
SC;42;00051;Abdon Batista;2534;4200051
SC;42;00101;Abelardo Luz;18015;4200101
SC;42;00200;Agrolândia;11160;4200200
SC;42;00309;Agronômica;5570;4200309
SC;42;00408;Água Doce;7160;4200408
SC;42;00507;Águas de Chapecó;6544;4200507
SC;42;00556;Águas Frias;2341;4200556
SC;42;00606;Águas Mornas;6646;4200606
SC;42;00705;Alfredo Wagner;10136;4200705
SC;42;00754;Alto Bela Vista;1915;4200754
SC;42;00804;Anchieta;5477;4200804
SC;42;00903;Angelina;4686;4200903
SC;42;01000;Anita Garibaldi;6783;4201000
SC;42;01109;Anitápolis;3223;4201109
SC;42;01208;Antônio Carlos;8712;4201208
SC;42;01257;Apiúna;10951;4201257
SC;42;01273;Arabutã;4268;4201273
SC;42;01307;Araquari;40890;4201307
SC;42;01406;Araranguá;69493;4201406
SC;42;01505;Armazém;8843;4201505
SC;42;01604;Arroio Trinta;3547;4201604
SC;42;01653;Arvoredo;2228;4201653
SC;42;01703;Ascurra;8021;4201703
SC;42;01802;Atalanta;3179;4201802
SC;42;01901;Aurora;5687;4201901
SC;42;01950;Balneário Arroio do Silva;13782;4201950
SC;42;02008;Balneário Camboriú;149227;4202008
SC;42;02057;Balneário Barra do Sul;11271;4202057
SC;42;02073;Balneário Gaivota;11537;4202073
SC;42;02081;Bandeirante;2618;4202081
SC;42;02099;Barra Bonita;1625;4202099
SC;42;02107;Barra Velha;30539;4202107
SC;42;02131;Bela Vista do Toldo;6386;4202131
SC;42;02156;Belmonte;2712;4202156
SC;42;02206;Benedito Novo;11896;4202206
SC;42;02305;Biguaçu;70471;4202305
SC;42;02404;Blumenau;366418;4202404
SC;42;02438;Bocaina do Sul;3501;4202438
SC;42;02453;Bombinhas;20889;4202453
SC;42;02503;Bom Jardim da Serra;4801;4202503
SC;42;02537;Bom Jesus;3104;4202537
SC;42;02578;Bom Jesus do Oeste;2136;4202578
SC;42;02602;Bom Retiro;10153;4202602
SC;42;02701;Botuverá;5396;4202701
SC;42;02800;Braço do Norte;34294;4202800
SC;42;02859;Braço do Trombudo;3794;4202859
SC;42;02875;Brunópolis;2318;4202875
SC;42;02909;Brusque;140597;4202909
SC;42;03006;Caçador;80017;4203006
SC;42;03105;Caibi;6112;4203105
SC;42;03154;Calmon;3325;4203154
SC;42;03204;Camboriú;87179;4203204
SC;42;03253;Capão Alto;2467;4203253
SC;42;03303;Campo Alegre;11985;4203303
SC;42;03402;Campo Belo do Sul;6889;4203402
SC;42;03501;Campo Erê;8312;4203501
SC;42;03600;Campos Novos;36861;4203600
SC;42;03709;Canelinha;12553;4203709
SC;42;03808;Canoinhas;54558;4203808
SC;42;03907;Capinzal;23218;4203907
SC;42;03956;Capivari de Baixo;25477;4203956
SC;42;04004;Catanduvas;11106;4204004
SC;42;04103;Caxambu do Sul;3462;4204103
SC;42;04152;Celso Ramos;2709;4204152
SC;42;04178;Cerro Negro;3013;4204178
SC;42;04194;Chapadão do Lageado;3025;4204194
SC;42;04202;Chapecó;227587;4204202
SC;42;04251;Cocal do Sul;16956;4204251
SC;42;04301;Concórdia;75683;4204301
SC;42;04350;Cordilheira Alta;4585;4204350
SC;42;04400;Coronel Freitas;9900;4204400
SC;42;04459;Coronel Martins;2560;4204459
SC;42;04509;Corupá;16300;4204509
SC;42;04558;Correia Pinto;12315;4204558
SC;42;04608;Criciúma;219393;4204608
SC;42;04707;Cunha Porã;11150;4204707
SC;42;04756;Cunhataí;1972;4204756
SC;42;04806;Curitibanos;40037;4204806
SC;42;04905;Descanso;8136;4204905
SC;42;05001;Dionísio Cerqueira;15592;4205001
SC;42;05100;Dona Emma;4224;4205100
SC;42;05159;Doutor Pedrinho;4164;4205159
SC;42;05175;Entre Rios;3232;4205175
SC;42;05191;Ermo;2059;4205191
SC;42;05209;Erval Velho;4423;4205209
SC;42;05308;Faxinal dos Guedes;10630;4205308
SC;42;05357;Flor do Sertão;1575;4205357
SC;42;05407;Florianópolis;516524;4205407
SC;42;05431;Formosa do Sul;2481;4205431
SC;42;05456;Forquilhinha;27621;4205456
SC;42;05506;Fraiburgo;36723;4205506
SC;42;05555;Frei Rogério;1918;4205555
SC;42;05605;Galvão;2711;4205605
SC;42;05704;Garopaba;24070;4205704
SC;42;05803;Garuva;18816;4205803
SC;42;05902;Gaspar;71925;4205902
SC;42;06009;Governador Celso Ramos;14739;4206009
SC;42;06108;Grão Pará;6621;4206108
SC;42;06207;Gravatal;11652;4206207
SC;42;06306;Guabiruba;24922;4206306
SC;42;06405;Guaraciaba;9964;4206405
SC;42;06504;Guaramirim;46757;4206504
SC;42;06603;Guarujá do Sul;5196;4206603
SC;42;06652;Guatambú;4692;4206652
SC;42;06702;Herval d'Oeste;22820;4206702
SC;42;06751;Ibiam;1952;4206751
SC;42;06801;Ibicaré;3154;4206801
SC;42;06900;Ibirama;19238;4206900
SC;42;07007;Içara;58055;4207007
SC;42;07106;Ilhota;14531;4207106
SC;42;07205;Imaruí;9764;4207205
SC;42;07304;Imbituba;45711;4207304
SC;42;07403;Imbuia;6284;4207403
SC;42;07502;Indaial;72346;4207502
SC;42;07577;Iomerê;2979;4207577
SC;42;07601;Ipira;4367;4207601
SC;42;07650;Iporã do Oeste;9093;4207650
SC;42;07684;Ipuaçu;7643;4207684
SC;42;07700;Ipumirim;7647;4207700
SC;42;07759;Iraceminha;3901;4207759
SC;42;07809;Irani;10575;4207809
SC;42;07858;Irati;1887;4207858
SC;42;07908;Irineópolis;11354;4207908
SC;42;08005;Itá;6091;4208005
SC;42;08104;Itaiópolis;21889;4208104
SC;42;08203;Itajaí;226617;4208203
SC;42;08302;Itapema;69323;4208302
SC;42;08401;Itapiranga;17139;4208401
SC;42;08450;Itapoá;21766;4208450
SC;42;08500;Ituporanga;25619;4208500
SC;42;08609;Jaborá;3899;4208609
SC;42;08708;Jacinto Machado;10337;4208708
SC;42;08807;Jaguaruna;20547;4208807
SC;42;08906;Jaraguá do Sul;184579;4208906
SC;42;08955;Jardinópolis;1520;4208955
SC;42;09003;Joaçaba;30684;4209003
SC;42;09102;Joinville;604708;4209102
SC;42;09151;José Boiteux;5019;4209151
SC;42;09177;Jupiá;2083;4209177
SC;42;09201;Lacerdópolis;2248;4209201
SC;42;09300;Lages;157158;4209300
SC;42;09409;Laguna;46424;4209409
SC;42;09458;Lajeado Grande;1408;4209458
SC;42;09508;Laurentino;7154;4209508
SC;42;09607;Lauro Müller;15380;4209607
SC;42;09706;Lebon Régis;12122;4209706
SC;42;09805;Leoberto Leal;2960;4209805
SC;42;09854;Lindóia do Sul;4530;4209854
SC;42;09904;Lontras;12497;4209904
SC;42;10001;Luiz Alves;13347;4210001
SC;42;10035;Luzerna;5683;4210035
SC;42;10050;Macieira;1757;4210050
SC;42;10100;Mafra;56825;4210100
SC;42;10209;Major Gercino;3465;4210209
SC;42;10308;Major Vieira;8209;4210308
SC;42;10407;Maracajá;7461;4210407
SC;42;10506;Maravilha;26463;4210506
SC;42;10555;Marema;1703;4210555
SC;42;10605;Massaranduba;17330;4210605
SC;42;10704;Matos Costa;2442;4210704
SC;42;10803;Meleiro;6989;4210803
SC;42;10852;Mirim Doce;2257;4210852
SC;42;10902;Modelo;4227;4210902
SC;42;11009;Mondaí;12034;4211009
SC;42;11058;Monte Carlo;9945;4211058
SC;42;11108;Monte Castelo;8263;4211108
SC;42;11207;Morro da Fumaça;18095;4211207
SC;42;11256;Morro Grande;2884;4211256
SC;42;11306;Navegantes;85734;4211306
SC;42;11405;Nova Erechim;5163;4211405
SC;42;11454;Nova Itaberaba;4327;4211454
SC;42;11504;Nova Trento;15010;4211504
SC;42;11603;Nova Veneza;15515;4211603
SC;42;11652;Novo Horizonte;2366;4211652
SC;42;11702;Orleans;23161;4211702
SC;42;11751;Otacílio Costa;19201;4211751
SC;42;11801;Ouro;7251;4211801
SC;42;11850;Ouro Verde;2197;4211850
SC;42;11876;Paial;1444;4211876
SC;42;11892;Painel;2352;4211892
SC;42;11900;Palhoça;178679;4211900
SC;42;12007;Palma Sola;7321;4212007
SC;42;12056;Palmeira;2673;4212056
SC;42;12106;Palmitos;16144;4212106
SC;42;12205;Papanduva;19521;4212205
SC;42;12239;Paraíso;3284;4212239
SC;42;12254;Passo de Torres;9269;4212254
SC;42;12270;Passos Maia;4072;4212270
SC;42;12304;Paulo Lopes;7642;4212304
SC;42;12403;Pedras Grandes;3931;4212403
SC;42;12502;Penha;34022;4212502
SC;42;12601;Peritiba;2733;4212601
SC;42;12650;Pescaria Brava;10225;4212650
SC;42;12700;Petrolândia;5873;4212700
SC;42;12809;Balneário Piçarras;24385;4212809
SC;42;12908;Pinhalzinho;21103;4212908
SC;42;13005;Pinheiro Preto;3635;4213005
SC;42;13104;Piratuba;3637;4213104
SC;42;13153;Planalto Alegre;2907;4213153
SC;42;13203;Pomerode;34561;4213203
SC;42;13302;Ponte Alta;4619;4213302
SC;42;13351;Ponte Alta do Norte;3426;4213351
SC;42;13401;Ponte Serrada;11674;4213401
SC;42;13500;Porto Belo;22466;4213500
SC;42;13609;Porto União;35685;4213609
SC;42;13708;Pouso Redondo;17965;4213708
SC;42;13807;Praia Grande;7305;4213807
SC;42;13906;Presidente Castello Branco;1526;4213906
SC;42;14003;Presidente Getúlio;17973;4214003
SC;42;14102;Presidente Nereu;2279;4214102
SC;42;14151;Princesa;2950;4214151
SC;42;14201;Quilombo;9773;4214201
SC;42;14300;Rancho Queimado;2897;4214300
SC;42;14409;Rio das Antas;6199;4214409
SC;42;14508;Rio do Campo;5864;4214508
SC;42;14607;Rio do Oeste;7552;4214607
SC;42;14706;Rio dos Cedros;11937;4214706
SC;42;14805;Rio do Sul;72931;4214805
SC;42;14904;Rio Fortuna;4630;4214904
SC;42;15000;Rio Negrinho;42684;4215000
SC;42;15059;Rio Rufino;2484;4215059
SC;42;15075;Riqueza;4525;4215075
SC;42;15109;Rodeio;11647;4215109
SC;42;15208;Romelândia;4584;4215208
SC;42;15307;Salete;7674;4215307
SC;42;15356;Saltinho;3727;4215356
SC;42;15406;Salto Veloso;4792;4215406
SC;42;15455;Sangão;13128;4215455
SC;42;15505;Santa Cecília;17004;4215505
SC;42;15554;Santa Helena;2178;4215554
SC;42;15604;Santa Rosa de Lima;2151;4215604
SC;42;15653;Santa Rosa do Sul;8397;4215653
SC;42;15679;Santa Terezinha;8760;4215679
SC;42;15687;Santa Terezinha do Progresso;2317;4215687
SC;42;15695;Santiago do Sul;1211;4215695
SC;42;15703;Santo Amaro da Imperatriz;23907;4215703
SC;42;15752;São Bernardino;2239;4215752
SC;42;15802;São Bento do Sul;86317;4215802
SC;42;15901;São Bonifácio;2791;4215901
SC;42;16008;São Carlos;11456;4216008
SC;42;16057;São Cristóvão do Sul;5646;4216057
SC;42;16107;São Domingos;9422;4216107
SC;42;16206;São Francisco do Sul;54751;4216206
SC;42;16255;São João do Oeste;6423;4216255
SC;42;16305;São João Batista;39719;4216305
SC;42;16354;São João do Itaperiú;3784;4216354
SC;42;16404;São João do Sul;7332;4216404
SC;42;16503;São Joaquim;27322;4216503
SC;42;16602;São José;253705;4216602
SC;42;16701;São José do Cedro;13811;4216701
SC;42;16800;São José do Cerrito;8054;4216800
SC;42;16909;São Lourenço do Oeste;24501;4216909
SC;42;17006;São Ludgero;13886;4217006
SC;42;17105;São Martinho;3162;4217105
SC;42;17154;São Miguel da Boa Vista;1794;4217154
SC;42;17204;São Miguel do Oeste;41246;4217204
SC;42;17253;São Pedro de Alcântara;6046;4217253
SC;42;17303;Saudades;9874;4217303
SC;42;17402;Schroeder;22605;4217402
SC;42;17501;Seara;17610;4217501
SC;42;17550;Serra Alta;3249;4217550
SC;42;17600;Siderópolis;14176;4217600
SC;42;17709;Sombrio;31084;4217709
SC;42;17758;Sul Brasil;2386;4217758
SC;42;17808;Taió;18576;4217808
SC;42;17907;Tangará;8648;4217907
SC;42;17956;Tigrinhos;1606;4217956
SC;42;18004;Tijucas;39889;4218004
SC;42;18103;Timbé do Sul;5338;4218103
SC;42;18202;Timbó;45703;4218202
SC;42;18251;Timbó Grande;8003;4218251
SC;42;18301;Três Barras;19455;4218301
SC;42;18350;Treviso;4002;4218350
SC;42;18400;Treze de Maio;7104;4218400
SC;42;18509;Treze Tílias;8138;4218509
SC;42;18608;Trombudo Central;7506;4218608
SC;42;18707;Tubarão;107143;4218707
SC;42;18756;Tunápolis;4507;4218756
SC;42;18806;Turvo;13080;4218806
SC;42;18855;União do Oeste;2364;4218855
SC;42;18905;Urubici;11311;4218905
SC;42;18954;Urupema;2453;4218954
SC;42;19002;Urussanga;21419;4219002
SC;42;19101;Vargeão;3569;4219101
SC;42;19150;Vargem;2387;4219150
SC;42;19176;Vargem Bonita;4411;4219176
SC;42;19200;Vidal Ramos;6321;4219200
SC;42;19309;Videira;54145;4219309
SC;42;19358;Vitor Meireles;4907;4219358
SC;42;19408;Witmarsum;4032;4219408
SC;42;19507;Xanxerê;52290;4219507
SC;42;19606;Xavantina;3873;4219606
SC;42;19705;Xaxim;29254;4219705
SC;42;19853;Zortéa;3432;4219853
SC;42;20000;Balneário Rincão;13129;4220000
RS;43;00034;Aceguá;4981;4300034
RS;43;00059;Água Santa;3738;4300059
RS;43;00109;Agudo;16344;4300109
RS;43;00208;Ajuricaba;6951;4300208
RS;43;00307;Alecrim;5710;4300307
RS;43;00406;Alegrete;72493;4300406
RS;43;00455;Alegria;3287;4300455
RS;43;00471;Almirante Tamandaré do Sul;1935;4300471
RS;43;00505;Alpestre;5885;4300505
RS;43;00554;Alto Alegre;1590;4300554
RS;43;00570;Alto Feliz;3043;4300570
RS;43;00604;Alvorada;212352;4300604
RS;43;00638;Amaral Ferrador;7136;4300638
RS;43;00646;Ametista do Sul;7396;4300646
RS;43;00661;André da Rocha;1351;4300661
RS;43;00703;Anta Gorda;5941;4300703
RS;43;00802;Antônio Prado;13041;4300802
RS;43;00851;Arambaré;3544;4300851
RS;43;00877;Araricá;5840;4300877
RS;43;00901;Aratiba;6145;4300901
RS;43;01008;Arroio do Meio;21121;4301008
RS;43;01057;Arroio do Sal;10483;4301057
RS;43;01073;Arroio do Padre;2966;4301073
RS;43;01107;Arroio dos Ratos;14201;4301107
RS;43;01206;Arroio do Tigre;13452;4301206
RS;43;01305;Arroio Grande;18185;4301305
RS;43;01404;Arvorezinha;10422;4301404
RS;43;01503;Augusto Pestana;6545;4301503
RS;43;01552;Áurea;3517;4301552
RS;43;01602;Bagé;121518;4301602
RS;43;01636;Balneário Pinhal;14645;4301636
RS;43;01651;Barão;6232;4301651
RS;43;01701;Barão de Cotegipe;6616;4301701
RS;43;01750;Barão do Triunfo;7550;4301750
RS;43;01800;Barracão;5237;4301800
RS;43;01859;Barra do Guarita;3266;4301859
RS;43;01875;Barra do Quaraí;4238;4301875
RS;43;01909;Barra do Ribeiro;13618;4301909
RS;43;01925;Barra do Rio Azul;1621;4301925
RS;43;01958;Barra Funda;2563;4301958
RS;43;02006;Barros Cassal;11167;4302006
RS;43;02055;Benjamin Constant do Sul;1924;4302055
RS;43;02105;Bento Gonçalves;123090;4302105
RS;43;02154;Boa Vista das Missões;2087;4302154
RS;43;02204;Boa Vista do Buricá;6712;4302204
RS;43;02220;Boa Vista do Cadeado;2466;4302220
RS;43;02238;Boa Vista do Incra;2628;4302238
RS;43;02253;Boa Vista do Sul;2773;4302253
RS;43;02303;Bom Jesus;11270;4302303
RS;43;02352;Bom Princípio;14446;4302352
RS;43;02378;Bom Progresso;1858;4302378
RS;43;02402;Bom Retiro do Sul;12448;4302402
RS;43;02451;Boqueirão do Leão;7691;4302451
RS;43;02501;Bossoroca;6135;4302501
RS;43;02584;Bozano;2099;4302584
RS;43;02600;Braga;3271;4302600
RS;43;02659;Brochier;5132;4302659
RS;43;02709;Butiá;20963;4302709
RS;43;02808;Caçapava do Sul;33476;4302808
RS;43;02907;Cacequi;12291;4302907
RS;43;03004;Cachoeira do Sul;81552;4303004
RS;43;03103;Cachoeirinha;132144;4303103
RS;43;03202;Cacique Doble;5083;4303202
RS;43;03301;Caibaté;4802;4303301
RS;43;03400;Caiçara;4659;4303400
RS;43;03509;Camaquã;66686;4303509
RS;43;03558;Camargo;2750;4303558
RS;43;03608;Cambará do Sul;6383;4303608
RS;43;03673;Campestre da Serra;3402;4303673
RS;43;03707;Campina das Missões;5325;4303707
RS;43;03806;Campinas do Sul;5422;4303806
RS;43;03905;Campo Bom;69981;4303905
RS;43;04002;Campo Novo;4273;4304002
RS;43;04101;Campos Borges;3272;4304101
RS;43;04200;Candelária;31475;4304200
RS;43;04309;Cândido Godói;6106;4304309
RS;43;04358;Candiota;9707;4304358
RS;43;04408;Canela;45957;4304408
RS;43;04507;Canguçu;56370;4304507
RS;43;04606;Canoas;349728;4304606
RS;43;04614;Canudos do Vale;1693;4304614
RS;43;04622;Capão Bonito do Sul;1628;4304622
RS;43;04630;Capão da Canoa;55009;4304630
RS;43;04655;Capão do Cipó;3745;4304655
RS;43;04663;Capão do Leão;25462;4304663
RS;43;04671;Capivari do Sul;4793;4304671
RS;43;04689;Capela de Santana;12183;4304689
RS;43;04697;Capitão;2770;4304697
RS;43;04705;Carazinho;62413;4304705
RS;43;04713;Caraá;8426;4304713
RS;43;04804;Carlos Barbosa;30630;4304804
RS;43;04853;Carlos Gomes;1327;4304853
RS;43;04903;Casca;9070;4304903
RS;43;04952;Caseiros;3228;4304952
RS;43;05009;Catuípe;8631;4305009
RS;43;05108;Caxias do Sul;523716;4305108
RS;43;05116;Centenário;2865;4305116
RS;43;05124;Cerrito;6005;4305124
RS;43;05132;Cerro Branco;4720;4305132
RS;43;05157;Cerro Grande;2281;4305157
RS;43;05173;Cerro Grande do Sul;12579;4305173
RS;43;05207;Cerro Largo;14243;4305207
RS;43;05306;Chapada;9211;4305306
RS;43;05355;Charqueadas;41705;4305355
RS;43;05371;Charrua;3228;4305371
RS;43;05405;Chiapetta;3684;4305405
RS;43;05439;Chuí;6832;4305439
RS;43;05447;Chuvisca;5518;4305447
RS;43;05454;Cidreira;16897;4305454
RS;43;05504;Ciríaco;4693;4305504
RS;43;05587;Colinas;2466;4305587
RS;43;05603;Colorado;3088;4305603
RS;43;05702;Condor;6766;4305702
RS;43;05801;Constantina;9903;4305801
RS;43;05835;Coqueiro Baixo;1490;4305835
RS;43;05850;Coqueiros do Sul;2267;4305850
RS;43;05871;Coronel Barros;2521;4305871
RS;43;05900;Coronel Bicaco;7213;4305900
RS;43;05934;Coronel Pilar;1602;4305934
RS;43;05959;Cotiporã;3824;4305959
RS;43;05975;Coxilha;2731;4305975
RS;43;06007;Crissiumal;13269;4306007
RS;43;06056;Cristal;8121;4306056
RS;43;06072;Cristal do Sul;2840;4306072
RS;43;06106;Cruz Alta;59561;4306106
RS;43;06130;Cruzaltense;1765;4306130
RS;43;06205;Cruzeiro do Sul;12457;4306205
RS;43;06304;David Canabarro;4732;4306304
RS;43;06320;Derrubadas;2718;4306320
RS;43;06353;Dezesseis de Novembro;2331;4306353
RS;43;06379;Dilermando de Aguiar;2991;4306379
RS;43;06403;Dois Irmãos;33547;4306403
RS;43;06429;Dois Irmãos das Missões;1992;4306429
RS;43;06452;Dois Lajeados;3410;4306452
RS;43;06502;Dom Feliciano;15556;4306502
RS;43;06551;Dom Pedro de Alcântara;2520;4306551
RS;43;06601;Dom Pedrito;38222;4306601
RS;43;06700;Dona Francisca;2958;4306700
RS;43;06734;Doutor Maurício Cardoso;4380;4306734
RS;43;06759;Doutor Ricardo;1967;4306759
RS;43;06767;Eldorado do Sul;42490;4306767
RS;43;06809;Encantado;23047;4306809
RS;43;06908;Encruzilhada do Sul;26039;4306908
RS;43;06924;Engenho Velho;932;4306924
RS;43;06932;Entre-Ijuís;8350;4306932
RS;43;06957;Entre Rios do Sul;2724;4306957
RS;43;06973;Erebango;2978;4306973
RS;43;07005;Erechim;107368;4307005
RS;43;07054;Ernestina;3171;4307054
RS;43;07104;Herval;6807;4307104
RS;43;07203;Erval Grande;4780;4307203
RS;43;07302;Erval Seco;6697;4307302
RS;43;07401;Esmeralda;3291;4307401
RS;43;07450;Esperança do Sul;2846;4307450
RS;43;07500;Espumoso;15594;4307500
RS;43;07559;Estação;5924;4307559
RS;43;07609;Estância Velha;51292;4307609
RS;43;07708;Esteio;83352;4307708
RS;43;07807;Estrela;34669;4307807
RS;43;07815;Estrela Velha;3646;4307815
RS;43;07831;Eugênio de Castro;2310;4307831
RS;43;07864;Fagundes Varela;2750;4307864
RS;43;07906;Farroupilha;73758;4307906
RS;43;08003;Faxinal do Soturno;6651;4308003
RS;43;08052;Faxinalzinho;2256;4308052
RS;43;08078;Fazenda Vilanova;4680;4308078
RS;43;08102;Feliz;13728;4308102
RS;43;08201;Flores da Cunha;31352;4308201
RS;43;08250;Floriano Peixoto;1709;4308250
RS;43;08300;Fontoura Xavier;10181;4308300
RS;43;08409;Formigueiro;6569;4308409
RS;43;08433;Forquetinha;2389;4308433
RS;43;08458;Fortaleza dos Valos;4252;4308458
RS;43;08508;Frederico Westphalen;31675;4308508
